Date,trade_int,lead_id,asset_id,must_take_eng,max_eng,eco_max,eco_min,cold_price,inter_price,hot_price,no_load_price,seg1_price,seg1_mw,seg2_price,seg2_mw,seg3_price,seg3_mw,seg4_price,seg4_mw,seg5_price,seg5_mw,seg6_price,seg6_mw,seg7_price,seg7_mw,seg8_price,seg8_mw,seg9_price,seg9_mw,seg10_price,seg10_mw,claim10,claim30,int_start,int_end,_ts,date,hour,market_type,source_file
2025-06-25,1,101197,86772,0,0.0,43.0,38.0,1226.23,1226.23,1226.23,594.33,67.04,41.0,67.04,2.0,,,,,,,,,,,,,,,,,0.0,0.0,2025-06-25 00:00:00,2025-06-25 00:59:59.999,2025-06-25 00:00:00,2025-06-25,00:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,1,591975,88727,0,0.0,263.0,145.0,13667.83,10243.43,9628.17,3248.76,30.77,145.0,49.05,1.0,49.54,14.0,50.46,14.0,51.38,14.0,53.23,42.0,58.96,3.0,72.04,8.0,108.79,15.0,270.44,7.0,0.0,0.0,2025-06-25 00:00:00,2025-06-25 00:59:59.999,2025-06-25 00:00:00,2025-06-25,00:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,1,412080,91953,0,0.0,18.8,18.8,1507.15,1507.15,1507.15,1404.53,190.09,18.0,190.09,0.8000000000000007,,,,,,,,,,,,,,,,,0.0,14.2,2025-06-25 00:00:00,2025-06-25 00:59:59.999,2025-06-25 00:00:00,2025-06-25,00:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,1,591975,93164,0,0.0,259.0,150.0,13104.01,9286.57,8438.24,3061.77,32.95,150.0,53.3,1.0,54.12,17.0,55.66,17.0,57.21,17.0,58.76,17.0,60.26,16.0,76.8,5.0,116.92,15.0,279.14,4.0,0.0,0.0,2025-06-25 00:00:00,2025-06-25 00:59:59.999,2025-06-25 00:00:00,2025-06-25,00:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,1,711583,98581,0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,395.85,11.0,395.85,1.0,,,,,,,,,,,,,,,,,0.0,8.1,2025-06-25 00:00:00,2025-06-25 00:59:59.999,2025-06-25 00:00:00,2025-06-25,00:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,2,101197,11031,0,0.0,45.0,38.0,1226.23,1226.23,1226.23,594.33,67.04,43.0,67.04,2.0,,,,,,,,,,,,,,,,,0.0,0.0,2025-06-25 01:00:00,2025-06-25 01:59:59.999,2025-06-25 01:00:00,2025-06-25,01:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,2,591975,12297,0,0.0,268.0,155.0,11809.83,8385.43,7770.17,3271.65,29.4,155.0,51.33,1.0,52.14,14.0,53.66,14.0,55.18,14.0,58.16,41.0,64.69,1.0,78.5,6.0,108.79,15.0,277.86,7.0,0.0,0.0,2025-06-25 01:00:00,2025-06-25 01:59:59.999,2025-06-25 01:00:00,2025-06-25,01:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,2,872788,17063,0,8880.0,327.3,180.0,21921.03,10542.31,6220.9,1804.46,14.95,180.0,55.54,69.0,69.89,68.0,69.9,10.0,97.36999999999996,0.0500000000000019,115.28999999999996,0.0500000000000019,133.20999999999998,0.0500000000000019,151.12999999999997,0.0500000000000019,169.04999999999995,0.0500000000000019,186.96999999999997,0.0500000000000019,0.0,0.0,2025-06-25 01:00:00,2025-06-25 01:59:59.999,2025-06-25 01:00:00,2025-06-25,01:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,2,412080,17698,0,0.0,36.0,36.0,3336.74,3336.74,3336.74,2414.77,180.93,35.0,180.93,1.0,,,,,,,,,,,,,,,,,0.0,30.1,2025-06-25 01:00:00,2025-06-25 01:59:59.999,2025-06-25 01:00:00,2025-06-25,01:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,2,101197,18898,0,0.0,46.0,38.0,1944.97,1944.97,1944.97,594.33,100.75,43.0,100.75,3.0,,,,,,,,,,,,,,,,,0.0,0.0,2025-06-25 01:00:00,2025-06-25 01:59:59.999,2025-06-25 01:00:00,2025-06-25,01:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,2,101197,19426,0,0.0,42.0,38.0,1226.23,1226.23,1226.23,594.33,67.04,41.0,67.04,1.0,,,,,,,,,,,,,,,,,0.0,0.0,2025-06-25 01:00:00,2025-06-25 01:59:59.999,2025-06-25 01:00:00,2025-06-25,01:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,2,591975,20846,0,0.0,244.0,185.0,36478.43,25450.07,16118.37,6175.49,22.88,185.0,59.45,1.0,60.2,7.0,61.52,7.0,62.83,7.0,69.6,7.0,71.13,8.0,72.67,7.0,74.2,8.0,75.73,7.0,0.0,0.0,2025-06-25 01:00:00,2025-06-25 01:59:59.999,2025-06-25 01:00:00,2025-06-25,01:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,2,196063,22792,0,672.0,21.0,19.0,369.83,369.83,369.83,0.0,106.22,20.0,106.22,1.0,,,,,,,,,,,,,,,,,19.6,15.8,2025-06-25 01:00:00,2025-06-25 01:59:59.999,2025-06-25 01:00:00,2025-06-25,01:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,2,591975,24780,0,0.0,266.0,145.0,13125.83,9701.43,9086.17,2927.3,31.55,145.0,49.14,1.0,49.6,15.0,50.44,15.0,51.29,15.0,52.98,45.0,58.56,2.0,71.44,6.0,108.79,15.0,269.54,7.0,0.0,0.0,2025-06-25 01:00:00,2025-06-25 01:59:59.999,2025-06-25 01:00:00,2025-06-25,01:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,2,401592,26814,1242,0.0,1242.0,1242.0,0.0,0.0,0.0,0.0,0.0,1235.0,0.0,7.0,,,,,,,,,,,,,,,,,0.0,0.0,2025-06-25 01:00:00,2025-06-25 01:59:59.999,2025-06-25 01:00:00,2025-06-25,01:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,2,206845,29055,0,14541.6,605.9,60.0,112596.39,68946.46,36856.56,9696.25,153.69,60.0,158.08,40.0,165.98,140.0,174.75,60.0,179.58,50.0,183.97,50.0,188.36,50.0,192.75,50.0,198.67,85.0,213.54,26.0,0.0,0.0,2025-06-25 01:00:00,2025-06-25 01:59:59.999,2025-06-25 01:00:00,2025-06-25,01:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,2,591975,29587,0,0.0,234.0,150.0,15574.81,10083.81,10041.89,3515.95,30.61,150.0,52.97,1.0,53.67,10.0,54.95,10.0,56.22,10.0,58.85,31.0,60.89,1.0,81.99,6.0,121.45,14.0,121.46,1.0,0.0,0.0,2025-06-25 01:00:00,2025-06-25 01:59:59.999,2025-06-25 01:00:00,2025-06-25,01:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,2,513808,31359,0,72.0,3.0,3.0,0.0,0.0,0.0,0.0,458.6,0.1,458.6,2.9,,,,,,,,,,,,,,,,,0.0,0.0,2025-06-25 01:00:00,2025-06-25 01:59:59.999,2025-06-25 01:00:00,2025-06-25,01:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,2,595644,34578,0,14640.0,542.0,406.0,23691.0,14846.0,14846.0,1843.0,41.59,406.0,42.17,17.0,42.75,17.0,43.34,17.0,43.94,17.0,44.53,17.0,45.13,16.0,45.14,1.0,80.24,19.0,100.24,15.0,0.0,0.0,2025-06-25 01:00:00,2025-06-25 01:59:59.999,2025-06-25 01:00:00,2025-06-25,01:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,2,591975,36992,0,0.0,234.0,145.0,22090.1,9780.49,9154.58,3301.23,37.01,145.0,94.07,1.0,94.68,11.0,95.81,11.0,96.93,11.0,98.05,11.0,99.18,11.0,100.3,11.0,101.42,11.0,102.55,11.0,0.0,0.0,2025-06-25 01:00:00,2025-06-25 01:59:59.999,2025-06-25 01:00:00,2025-06-25,01:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,2,629513,42431,0,12.0,2.2,2.0,303.59,303.59,303.59,271.17,190.2,2.0,190.2,0.2000000000000001,,,,,,,,,,,,,,,,,0.0,2.0,2025-06-25 01:00:00,2025-06-25 01:59:59.999,2025-06-25 01:00:00,2025-06-25,01:00:00,da,data_da_20250625_cleaned_no_neg.csv
2025-06-25,2,399648,46072,3,0.0,15.5,3.0,0.0,0.0,0.0,0.0,-150.0,3.0,-149.99,10.8,-149.98,1.0,-149.97000000000008,0.0999999999999999,-149.9600000000001,0.0999999999999999,-149.9500000000001,0.0999999999999999,-149.9400000000001,0.0999999999999999,-149.9300000000001,0.0999999999999999,-149.9200000000001,0.0999999999999999,-149.9100000000001,0.0999999999999999,0.0,0.0,2025-06-25 01:00:00,2025-06-25 01:59:59.999,2025-06-25 01:00:00,2025-06-25,01:00:00,da,data_da_20250625_cleaned_no_neg.csv
